,frequ,nkill,latitude,longitude,country
Movement for the Actualization of the Sovereign State of Biafra (MASSOB),4.0,16.0,6.335508,7.411028,Nigeria
Anti-Imperialist International Brigades,4.0,0.0,-6.2088209999999995,106.846046,Indonesia
Forces of the Struggling Ranks,4.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Latin America Anti-Communist Army (LAACA),4.0,0.0,25.764367,-80.20152900000001,United States
Eritrean Peoples Liberation Front,4.0,2.0,15.355625,38.935461,Ethiopia
Armed Struggle for Communism,4.0,0.0,43.843014000000004,10.507994,Italy
Afghans,4.0,43.0,33.786645,72.157489,Pakistan
Commandos for A Popular alternative,4.0,38.0,7.758089999999999,-76.65758000000001,Colombia
Khasi Students Union,4.0,3.0,25.578221,91.874976,India
Achik National Volunteer Council (ANVC),4.0,17.0,25.651215,90.607391,India
People's Democratic Army,4.0,0.0,38.536667,68.78,Tajikistan
Beja Congress,4.0,1.0,18.838093,36.832739000000004,Sudan
United Kuki Liberation Front (UKLF) - India,4.0,1.0,24.663717000000002,93.906269,India
Sovereign Citizen,4.0,1.0,33.154070000000004,-97.06438100000001,United States
Tupamaro Revolutionary Movement,4.0,0.0,10.502961,-66.917253,Venezuela
Armed Fight for Communism,4.0,0.0,41.89052,12.494249,Italy
9 May People's Liberation Force,4.0,0.0,14.0833,-87.2167,Honduras
Somozists,4.0,13.0,13.436741,-86.703085,Nicaragua
Cambodian People's Party (CPP),4.0,48.0,13.344636999999999,103.84705500000001,Cambodia
Amr Bil Maroof Wa Nahi Anil Munkir,4.0,0.0,33.921926,71.462577,Pakistan
Sinhalese Militants,4.0,10.0,6.03296,80.212785,Sri Lanka
Popular Mobilization Forces (Iraq),4.0,0.0,33.038056,40.284444,Iraq
National Front for the Salvation of Libya,4.0,17.0,32.860758000000004,13.201401,Libya
Shura Council of Ajdabiya Revolutionaries,4.0,5.0,30.750140999999996,20.216741,Libya
Kilafah Islamic Movement,4.0,15.0,7.998755,124.29208500000001,Philippines
Hindu Morcha Nepal,4.0,0.0,26.640033000000003,87.89039100000001,Nepal
Black Afro Militant Movement,4.0,1.0,25.800314999999998,-80.22655400000001,United States
Ansar Al-Khilafa (Philippines),4.0,9.0,7.213050999999999,124.247022,Philippines
All India Sikh Students Federation (AISSF),4.0,1.0,28.632381,77.220004,India
Sudan Alliance Forces,4.0,39.0,15.450113,36.400021,Sudan
NVF,4.0,14.0,42.368611,47.244167,Russia
Army of the Tribes,4.0,26.0,32.8,12.9,Libya
Arab Democratic Party,4.0,0.0,34.438094,35.830837,Lebanon
Hadramawt Tribes Alliance,4.0,4.0,14.760832999999998,49.606944,Yemen
Aitarak Militia,4.0,2.0,-8.55902,125.578194,Indonesia
Miskito Indian Organization,4.0,13.0,14.035070000000001,-83.38882,Nicaragua
Cannibal Army,4.0,0.0,19.45,-72.6833333,Haiti
Lahij Province of the Islamic State,4.0,26.0,13.056667,44.881944,Yemen
Committee of Coordination,4.0,6.0,36.541779999999996,3.0810000000000004,Algeria
Extortionists,4.0,0.0,-34.6037,-58.381503,Argentina
Raia Mutomboki Militia,4.0,10.0,3.0004009999999997,27.851546000000003,Democratic Republic of the Congo
Urban Guerrillas,4.0,0.0,-26.177929000000002,27.974858,South Africa
New Year's Gang,4.0,1.0,43.07295,-89.38669399999999,United States
Vietnamese Organization to Exterminate Communists and Restore the Nation,4.0,4.0,37.777125,-122.41964399999999,United States
Democratic Union Party (PYD),4.0,2.0,36.51,36.867778,Syria
Popular Liberation Army (Puerto Rico),4.0,0.0,18.46617,-66.106654,United States
Ugandan Rebels,4.0,21.0,1.717024,33.602424,Uganda
Armed Workers Squads,4.0,0.0,45.463681,9.188171,Italy
Sympathizers of Al-Qaida Organization,4.0,0.0,15.328695000000002,44.214171,Yemen
Mahan Madhesh Janakantri Party (MMJP)- Nepal,4.0,0.0,26.540563,86.748517,Nepal
Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),3.0,19.0,13.451820999999999,38.059905,Ethiopia
Communist Party of Nepal- Unified Marxist-Leninist (CPN-UML),3.0,2.0,26.863234000000002,85.076116,Nepal
Revolutionary Movement for National Salvation (REMNASA),3.0,6.0,4.9091260000000005,29.450694,South Sudan
Turkish radicals,3.0,0.0,48.856614,2.3522220000000003,France
South Sudan Liberation Army (SSLA),3.0,20.0,9.260589999999999,29.799984000000002,Sudan
Libyan,3.0,4.0,15.587017999999999,32.540434999999995,Sudan
Special Purpose Islamic Regiment (SPIR),3.0,184.0,43.03908009,45.48755646,Russia
Army for Freeing Scotland,3.0,0.0,56.386618000000006,-3.347748,United Kingdom
Revolutionary Commandos of Solidarity,3.0,0.0,9.933333,-84.083333,Costa Rica
Congress Party Activists,3.0,3.0,15.9129,79.739988,India
Turkish Communist Workers Party,3.0,2.0,41.013517,28.950671999999997,Turkey
Black Brigade,3.0,33.0,33.888628999999995,35.495478999999996,Lebanon
Delta Group,3.0,2.0,48.856614,2.3522220000000003,France
South African Liberation Support Cadre (SALSC),3.0,0.0,-26.177929000000002,27.974858,South Africa
Madhesi People's Rights Forum (MPRF),3.0,5.0,27.1602,85.35003499999999,Nepal
Communist Hunters Command (CCC),3.0,0.0,-22.908278,-43.197026,Brazil
Revolutionary Action Party,3.0,0.0,38.890370000000004,-77.031959,United States
Al-Sawaiq Brigade,3.0,2.0,32.80849,13.150985,Libya
Puerto Rican Resistance Movement,3.0,0.0,40.78306,-73.971249,United States
Grupo de Combatientes Populares,3.0,0.0,-2.170832,-79.922359,Ecuador
Blacks,3.0,5.0,-26.177929000000002,27.974858,South Africa
Kuki National Army (KNA),3.0,6.0,24.251281,94.301304,India
Liwa al-Islam,3.0,35.0,33.5111,36.3064,Syria
Egyptians,3.0,5.0,34.021184999999996,-6.841146000000001,Morocco
Islamic Youth Shura Council,3.0,3.0,32.766409,22.633377,Libya
Al-Sadr Brigades,3.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Organization for Revolutionary Self Defense,3.0,0.0,37.97603,23.737845,Greece
"Liberation Army for Presevo, Medvedja and Bujanovac (UCPMB)",3.0,0.0,42.446946999999994,21.704105,Yugoslavia
Niger Delta Vigilante (NDV),3.0,19.0,4.815554,7.049844,Nigeria
Angry Brigade,3.0,0.0,51.500152,-0.126236,United Kingdom
Armed Nuclei for Territorial Counterpower,3.0,3.0,41.89052,12.494249,Italy
Revolutionary Force 9,3.0,0.0,40.712784,-74.005941,United States
Baloch Young Tigers (BYT),3.0,29.0,30.1042,66.97690300000001,Pakistan
Revolutionary Workers Party of Bolivia (PRTB),3.0,0.0,-16.500194,-68.150162,Bolivia
Arab Revolutionary Cells,3.0,4.0,33.888628999999995,35.495478999999996,Lebanon
Jamiat-e Islami-yi Afghanistan,3.0,5.0,36.733333,68.866667,Afghanistan
Organized Proletarian Communists,3.0,0.0,45.217099,12.278815,Italy
Panama Defense Force,3.0,0.0,8.994269000000001,-79.518792,Panama
Settlers at Kfar Darom,3.0,0.0,31.403615999999996,34.35907,Israel
Muslim Youth,3.0,1.0,-6.159167,107.298056,Indonesia
Forbid the Evil Group (Muslim Extremists),3.0,0.0,29.950034999999996,32.570003,Egypt
Pro-Kabul Provocateurs,3.0,0.0,33.708988,73.053857,Pakistan
Anti-Zionist Commandos,3.0,0.0,41.89052,12.494249,Italy
Overall Deniers of Joining the Existing,3.0,0.0,40.639348999999996,22.944616,Greece
Aceh Singkil Islamic Care Youth Students Association (PPI),3.0,1.0,2.358946,97.87216,Indonesia
German Speaking Separatists,3.0,0.0,46.433665999999995,11.16933,Italy
Anti-White extremists,3.0,6.0,39.825657,-86.227067,United States
People's Liberation Movement,3.0,0.0,40.840097,14.251635999999998,Italy
Internationalist Cells,3.0,0.0,52.516667000000005,13.4,East Germany (GDR)
Socialist Patients' Collective (SPK),3.0,3.0,49.4019,8.680285000000001,West Germany (FRG)
Algerian Moslem Fundamentalists,3.0,25.0,35.961568,0.7196199999999999,Algeria
Islamic Unification Movement,3.0,68.0,34.438062,35.830744,Lebanon
313 Brigade (Syria),3.0,0.0,33.84581,35.887964000000004,Lebanon
People's Defense Unit (Turkey),3.0,5.0,40.968423,29.261946000000002,Turkey
Andres Castro United Front,3.0,3.0,13.265879,-85.51608900000001,Nicaragua
Red Brigades Fighting Communist Union (BR-UCC),3.0,2.0,41.89052,12.494249,Italy
Revolutionary Internationalist Solidarity,3.0,0.0,38.725299,-9.150036,Portugal
Kuki National Liberation Front (KNLF),3.0,0.0,24.951110999999997,94.19805600000001,India
Proletariat Self-defense Groups,3.0,0.0,37.979589000000004,23.728659,Greece
Resistencia Galega,3.0,0.0,42.240598999999996,-8.720727,Spain
Kashmiri Hezbollah,3.0,3.0,34.083658,74.797368,India
Likud Political Party,3.0,0.0,32.821483,34.964096000000005,Israel
Soldiers of the Algerian Opposition,3.0,0.0,50.732673999999996,7.096299,West Germany (FRG)
Kurdish guerrillas,3.0,5.0,35.81855,47.061679999999996,Iran
Black Berets,3.0,7.0,56.228715,24.414555,Soviet Union
Jadid Al-Qaida Bangladesh (JAQB),3.0,0.0,24.371026,88.625341,Bangladesh
National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),3.0,0.0,25.8,93.783333,India
Egypt's Revolution,3.0,2.0,30.05,31.25,Egypt
Bodu Bala Sena,3.0,3.0,6.466131,79.982697,Sri Lanka
Suqour al-Ahvaz,3.0,0.0,31.318327000000004,48.670619,Iran
Al-Yakin Mujahidin,3.0,16.0,20.816667000000002,92.366667,Myanmar
Iraq's Jihadist Leagues,3.0,0.0,33.314654,44.347297999999995,Iraq
Combat 18,3.0,0.0,51.500152,-0.126236,United Kingdom
Iranian extremists,3.0,2.0,31.116835,-97.727109,United States
Northern Terror Front,3.0,0.0,53.219384,6.566502000000001,Netherlands
Anti-Revolutionary Agents,3.0,0.0,37.545562,45.062028000000005,Iran
Asbat al-Ansar,3.0,5.0,33.879835,35.489262,Lebanon
Revolutionary Anti-Racist Action,3.0,0.0,52.069858,4.291111,Netherlands
Rajah Solaiman Revolutionary Movement,3.0,9.0,7.096653,125.634543,Philippines
United Nicaraguan Opposition,3.0,8.0,11.85821,-86.11343000000001,Nicaragua
Cali Narcotics Cartel,3.0,3.0,3.420628,-76.52211899999999,Colombia
Left-Wing Workers,3.0,0.0,38.417594,27.133119,Turkey
Mariano Moreno National Liberation Commando,3.0,0.0,-34.6037,-58.381503,Argentina
Self-Defense Group of Imghad Tuaregs and Allies (GATIA),3.0,21.0,15.3856,2.0998740000000002,Mali
Greater Damascus Operations Room,3.0,16.0,33.522995,36.276641999999995,Syria
September 11 Commandos,3.0,4.0,-33.469115,-70.641997,Chile
Union of Forces for Democracy and Development (UFDD),3.0,103.0,12.224226,21.413470999999998,Chad
Tontons Macoutes,3.0,2.0,25.764367,-80.20152900000001,United States
Janatantrik Terai Mukti Morcha- Bisphot Singh (JTMM-B),3.0,0.0,26.716666999999998,86.483333,Nepal
Movement for Democratic Change (MDC),3.0,0.0,-17.825166,31.033509999999996,Zimbabwe
Jund al-Islam,3.0,10.0,31.280751000000002,34.236805,Egypt
National Anti Communist Commando,3.0,2.0,13.692879999999999,-89.199161,El Salvador
Revolutionary Worker Clandestine Union of the People Party (PROCUP),3.0,2.0,19.432608,-99.133207,Mexico
Abida Tribe,3.0,0.0,15.47521,45.3296,Yemen
Afghan Rebels,3.0,27.0,34.533056,69.166111,Afghanistan
Christ Chaos,3.0,0.0,37.983445,-1.12989,Spain
Red Guard,3.0,0.0,4.6366190000000005,-74.122652,Colombia
Forest Brothers,3.0,10.0,40.43495,49.867622999999995,Azerbaijan
Medellin Drug Cartel,3.0,19.0,6.270526,-75.57217299999999,Colombia
Mabanese Defence Forces,3.0,6.0,9.963535,33.731097999999996,South Sudan
Kanak Separatists,3.0,17.0,-22.226847,166.557493,New Caledonia
Union of Congolese Patriots (UPC),3.0,23.0,-0.791773,29.045993,Democratic Republic of the Congo
National Democratic Front-Bicol (NDF-Bicol),3.0,2.0,12.99271,124.014746,Philippines
Pro-Pakistani extremists,3.0,0.0,34.083658,74.797368,India
Adivasi People's Army (APA),3.0,0.0,26.516613,90.136788,India
Air and Azawak Liberation Front,3.0,3.0,18.28183,8.00003,Niger
Besi Merah Putih Militia,3.0,2.0,-8.556944,125.581667,Indonesia
Brigades of Imprisoned Sheikh Omar Abdel-Rahman,3.0,0.0,32.116667,20.066667000000002,Libya
Free Libya Martyrs Brigade,3.0,13.0,32.08641,20.24503,Libya
Georgian Militants,3.0,36.0,42.224159,43.9632,Georgia
Punitive Leftist Front,3.0,0.0,12.136389,-86.251389,Nicaragua
Army of Islam,3.0,23.0,31.522561,34.453593,West Bank and Gaza Strip
Red Flying Squad,3.0,1.0,41.89052,12.494249,Italy
Shan State Army - North (SSA-N),3.0,0.0,21.180321,100.357249,Myanmar
Civil Protection Units (YPS),3.0,7.0,38.502988,43.375183,Turkey
Timorese Students,3.0,0.0,-8.549660000000001,125.566599,Indonesia
Jharkhand Prastuti Committee (JPC),3.0,2.0,23.854371,85.442502,India
Sect of Revolutionaries (Greece),3.0,2.0,37.97918,23.716647000000002,Greece
Fedayeen,3.0,0.0,31.752885,35.220599,Israel
1st of May Group,3.0,0.0,51.500152,-0.126236,United Kingdom
Saharan Revolutionary Armed Front (FARS),3.0,32.0,21.93545,13.626142000000002,Niger
Autonomous Manuel Rodriguez Patriotic Front,3.0,0.0,-33.469115,-70.641997,Chile
Charles Martel Group,3.0,0.0,48.856614,2.3522220000000003,France
Armed Squads for Communism,3.0,0.0,40.840097,14.251635999999998,Italy
Palestinian Hezbollah,3.0,24.0,32.084844,34.784348,Israel
Al-Nasireen Group,3.0,10.0,33.945111,74.797313,India
The Order II (Bruder Schweigen Strike Force II),3.0,0.0,47.744503,-116.79206200000002,United States
23 May Democratic Alliance (Algeria),3.0,1.0,18.449417999999998,1.409841,Mali
Idealist Association,3.0,1.0,40.61499,43.101377,Turkey
Seikijuku,3.0,0.0,32.750285999999996,129.877667,Japan
Maskini Liberation Front,3.0,27.0,-1.28518,36.821107,Kenya
Dravidar Viduthalai Kazhagam (DVK),3.0,0.0,13.037169,80.267449,India
Adan Abyan Islamic Army (AAIA),3.0,3.0,15.328695000000002,44.214171,Yemen
Islamic Party of Kenya (IPK),3.0,0.0,-4.058862,39.670671999999996,Kenya
Communist Party of Thailand,3.0,6.0,8.391111,99.82194399999999,Thailand
Territorial Resistance Army,3.0,0.0,50.111445,8.680615,West Germany (FRG)
National Revolutionary Command (Umar al-Mukhtar),3.0,0.0,33.888763,35.492016,Lebanon
Umar al-Mukhtar Martyr Forces,3.0,2.0,31.354822,34.274602,West Bank and Gaza Strip
Mano Blanca,3.0,0.0,14.624422000000001,-90.53288,Guatemala
Ethiopian People's Revolutionary Party,3.0,240.0,11.913755,37.295283000000005,Ethiopia
Anti-State Action,3.0,0.0,37.97918,23.716647000000002,Greece
Karbi National Volunteers (KNV),3.0,15.0,26.001459,93.49924200000001,India
Earth First!,3.0,0.0,46.919086,-122.939912,United States
Jharkhand Janmukti Parishad (JJP),3.0,0.0,23.896709,84.304574,India
Islamic Jihad Group (IJG),3.0,7.0,41.266667,69.216667,Uzbekistan
National Alliance (Chad),3.0,1.0,12.766027000000001,20.466095000000003,Chad
Pro-Iraqi Terrorists,3.0,0.0,14.596051000000001,120.97866599999999,Philippines
Armenian extremists,3.0,2.0,55.741262,37.574238,Russia
Concerned Militant Leaders (CML),3.0,11.0,6.150711,6.833069999999999,Nigeria
White Legion (Georgia),3.0,18.0,42.57228,41.711859999999994,Georgia
Iberian Anarchist Federation,3.0,4.0,42.817988,-1.644184,Spain
Save Uganda Movement,3.0,0.0,0.5345260000000001,33.302908,Uganda
Armata Corsa,3.0,0.0,48.856614,2.3522220000000003,France
Jaish Usama,3.0,8.0,34.018381,71.274945,Pakistan
Guerilla Party of the Galician Poor,3.0,0.0,42.433619,-8.648052999999999,Spain
National People's Movement Coordination Committee,3.0,0.0,27.718332,85.325337,Nepal
Jewish Committee of Concern,3.0,0.0,38.880777,-77.108273,United States
October-80,3.0,0.0,37.97918,23.716647000000002,Greece
Bavarian Liberation Army,3.0,0.0,53.869563,10.687579,Germany
Environmentalists,3.0,0.0,44.04992,-123.088544,United States
Suicide Squad,3.0,0.0,37.97918,23.716647000000002,Greece
Turks,3.0,1.0,48.856614,2.3522220000000003,France
Revolutionary Student Front,3.0,1.0,20.673343,-103.344177,Mexico
Khasavyurt Group,3.0,5.0,43.205890000000004,46.866963,Russia
Skinheads,3.0,3.0,59.935741,30.313283000000002,Russia
Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),3.0,0.0,-5.2232650000000005,12.144149,Angola
Syrian Turkmen Brigades,3.0,3.0,36.202104999999996,37.13426,Syria
Armed Communist Struggle,3.0,0.0,45.694903000000004,9.669953,Italy
National Liberation Front of Provence (FLNP),3.0,0.0,43.329547999999996,6.045029,France
Armenian nationalists,3.0,14.0,41.096667,45.081944,Soviet Union
Death to Rustlers,3.0,21.0,10.401944,-74.108333,Colombia
Gaitanista Self-Defense Forces of Colombia (AGC),3.0,1.0,6.606241000000001,-75.666528,Colombia
Freedom Party,3.0,4.0,22.347537,91.812332,Bangladesh
National Revolution,3.0,0.0,40.416691,-3.7003449999999996,Spain
Croatians,3.0,1.0,43.3433333,17.8080556,Bosnia-Herzegovina
December 13 Independent Group,3.0,0.0,54.35199300000001,18.646611,Poland
Nestor Paz Zamora Commission (CNPZ),3.0,1.0,-16.500194,-68.150162,Bolivia
Black Wednesday,3.0,0.0,30.421488,48.207451,Iran
Autonomous Resistance,3.0,0.0,37.97918,23.716647000000002,Greece
Latin American Anti-Fascist Command,3.0,0.0,3.420628,-76.52211899999999,Colombia
Togolese Dissidents,3.0,26.0,6.172553,1.231572,Togo
Lekagak Tenggamati,3.0,13.0,-3.8050839999999995,137.844862,Indonesia
Tamil Makkal Viduthalai Pulikal (TMVP),3.0,3.0,7.716666,81.700188,Sri Lanka
Authenticity and Development Front,3.0,4.0,36.198945,37.096724,Syria
Anti-Imperialist Cell (AIZ),3.0,0.0,52.421820000000004,10.784980000000001,Germany
Hanafi Muslims,3.0,1.0,38.890370000000004,-77.031959,United States
Armed Revolutionary Action (ENEDRA),3.0,0.0,38.008210999999996,23.770595,Greece
Somali Islamic Front,3.0,1.0,2.8004439999999997,44.083359,Somalia
Zimbabwe Guerrillas,3.0,0.0,-18.966075,32.635359,Rhodesia
Revolutionary Cells Network (SRN),3.0,0.0,50.075538,14.4378,Czech Republic
Right-Wing Militants,3.0,0.0,40.875223999999996,35.460570000000004,Turkey
Mustafa al-Hujairi Group,3.0,0.0,34.187523999999996,36.329041,Lebanon
"Raul Ernesto Cruz Leon, Salvadorian",3.0,0.0,23.1319444,-82.3641667,Cuba
Association of Demobilized Armed Forces,3.0,0.0,13.692879999999999,-89.199161,El Salvador
Corsican Revolutionary Brigade,3.0,0.0,42.005007,8.920081,France
Organized Comrades for Feminist Counter-Power,3.0,0.0,41.89052,12.494249,Italy
Fuerzas Armadas Revolucionarias del Pueblo (FARP),3.0,0.0,19.432608,-99.133207,Mexico
Revolutionary Liberation Action (Epanastatiki Apelevtherotiki Drasi) - Greece,3.0,0.0,37.97918,23.716647000000002,Greece
Karamojong Warriors,3.0,4.0,2.9601509999999998,34.137895,Uganda
Front for the National Liberation of Puerto Rico,3.0,0.0,18.220833,-66.590149,United States
Popular Anti-Communist Militias,3.0,3.0,13.564251,-86.02984000000001,Nicaragua
Former Interior Ministry Officers,3.0,0.0,12.136389,-86.251389,Nicaragua
Maoist Communist Party of Manipur,3.0,0.0,24.823601999999998,93.911363,India
Algeisk Wolves,3.0,1.0,41.709981,44.792998,Georgia
Islamic Mujahidin,3.0,2.0,33.3,44.4,Iraq
Farighan,3.0,0.0,5.55,-0.2,Ghana
Yemenis,3.0,0.0,21.543155,39.174904999999995,Saudi Arabia
Global Intifada,3.0,0.0,59.332788,18.064488,Sweden
Nationalist Intervention Group,3.0,0.0,48.856614,2.3522220000000003,France
Yellow Organization of Air Force Officers,3.0,0.0,37.97918,23.716647000000002,Greece
"Worker Autonomy, Continuous Struggle",3.0,0.0,41.89052,12.494249,Italy
Attack Teams for the Dissolution of the Nation (Greece),3.0,0.0,37.97918,23.716647000000002,Greece
Carlos the Jackal,3.0,0.0,48.856614,2.3522220000000003,France
Mahaz-e-Inquilab,3.0,61.0,28.632381,77.220004,India
7 April Libyan Organization,3.0,0.0,37.97918,23.716647000000002,Greece
Patria Nueva (New Country),3.0,1.0,-22.908278,-43.197026,Brazil
14th of December Command,3.0,0.0,-33.469115,-70.641997,Chile
Autonomy-Seeking Arabs,3.0,7.0,30.421488,48.207451,Iran
Save Our Israel Land,3.0,0.0,40.728224,-73.794852,United States
Mon Insurgents,3.0,0.0,15.568701,97.780754,Myanmar
Hezbollah Palestine,3.0,5.0,31.900975,35.204318,West Bank and Gaza Strip
National Liberation Army (Ecuador),3.0,0.0,-0.18143900000000002,-78.46726600000001,Ecuador
Freital Group,3.0,0.0,51.000867,13.651241,Germany
Muslim Janbaz Force,3.0,4.0,34.083658,74.797368,India
Catholic Reaction Force,3.0,3.0,54.863117,-6.2783430000000005,United Kingdom
Anti-Gun Control extremists,3.0,0.0,38.904973999999996,-77.034453,United States
Serbs,3.0,2.0,45.3433333,18.999722199999997,Croatia
Black Revolutionary Assault Team,3.0,0.0,40.712784,-74.005941,United States
Northern Diriangen Front (FND),3.0,0.0,12.136389,-86.251389,Nicaragua
Misseriya Arab Tribesmen,3.0,15.0,9.580496,28.43014,Sudan
Anti-Castro Command,3.0,0.0,8.994269000000001,-79.518792,Panama
Boere Aanvals Troepe (BAT),3.0,0.0,-25.661361,27.247563,South Africa
Sindhi nationalists,3.0,6.0,30.929589,66.468052,Pakistan
Communist Group of Proletarian Internationalism,3.0,0.0,41.89052,12.494249,Italy
Fire Group,3.0,0.0,41.89052,12.494249,Italy
United Bengali Liberation Front (UBLF),3.0,4.0,24.079714000000003,92.263039,India
Popular Will (Greece),3.0,0.0,37.977971999999994,23.742995999999998,Greece
